step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,volatility
34,0.35000000000000014,1.8625,0.0,0.0,0.0,0.0,2.0,0.0,True,1.8625,0.0,0,0,0.0,0.0,100.0,0.0
35,0.36000000000000015,1.9125,0.0,0.0,0.0,0.0,2.0,0.0,True,1.9125,0.0,0,0,0.0,0.0,100.0,0.0
36,0.37000000000000016,1.9625,0.0,0.0,0.0,0.0,2.0,0.0,True,1.9625,0.0,0,0,0.0,0.0,100.0,0.0
37,0.38000000000000017,2.0124999999999997,0.0,0.0,0.0,0.0,2.0,0.0,True,2.0124999999999997,0.0,0,0,0.0,0.0,100.0,0.0
38,0.3900000000000002,2.0375,0.0,0.0,0.0,0.0,2.0,0.0,True,2.0375,0.0,0,0,0.0,0.0,100.0,0.0
39,0.4000000000000002,2.0875,0.0,0.0,0.0,0.0,2.0,0.0,True,2.0875,0.0,0,0,0.0,0.0,100.0,0.0
40,0.4100000000000002,2.1375,0.0,0.0,0.0,0.0,2.0,0.0,True,2.1375,0.0,0,0,0.0,0.0,100.0,0.0
41,0.4200000000000002,2.1875,0.0,0.0,0.0,0.0,2.0,0.0,True,2.1875,0.0,0,0,0.0,0.0,100.0,0.0
42,0.4300000000000002,2.2125,0.0,0.0,0.0,0.0,2.0,0.0,True,2.2125,0.0,0,0,0.0,0.0,100.0,0.0
43,0.4400000000000002,2.3,0.0,0.0,0.0,0.0,2.0,0.0,True,2.3,0.0,0,0,0.0,0.0,100.0,0.0
44,0.45000000000000023,2.3499999999999996,0.0,0.0,0.0,0.0,2.0,0.0,True,2.3499999999999996,0.0,0,0,0.0,0.0,100.0,0.0
45,0.46000000000000024,2.4,0.0,0.0,0.0,0.0,2.0,0.0,True,2.4,0.0,0,0,0.0,0.0,100.0,0.0
46,0.47000000000000025,2.45,0.0,0.0,0.0,0.0,2.0,0.0,True,2.45,0.0,0,0,0.0,0.0,100.0,0.0
47,0.48000000000000026,2.6,0.0,0.0,0.0,0.0,2.0,0.0,True,2.6,0.0,0,0,0.0,0.0,100.0,0.0
48,0.49000000000000027,2.65,0.0,0.0,0.0,0.0,2.0,0.0,True,2.65,0.0,0,0,0.0,0.0,100.0,0.0
49,0.5000000000000002,2.7,0.0,0.0,0.0,0.0,2.0,0.0,True,2.7,0.0,0,0,0.0,0.0,100.0,0.0
50,0.5100000000000002,2.725,0.0,0.0,0.0,0.0,2.0,0.0,True,2.725,0.0,0,0,0.0,0.0,100.0,0.0
51,0.5200000000000002,2.775,0.0,0.0,0.0,0.0,2.0,0.0,True,2.775,0.0,0,0,0.0,0.0,100.0,0.0
52,0.5300000000000002,2.8249999999999997,0.0,0.0,0.0,0.0,2.0,0.0,True,2.8249999999999997,0.0,0,0,0.0,0.0,100.0,0.0
53,0.5400000000000003,2.875,0.0,0.0,0.0,0.0,2.0,0.0,True,2.875,0.0,0,0,0.0,0.0,100.0,0.0
54,0.5500000000000003,2.9250000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,2.9250000000000003,0.0,0,0,0.0,0.0,100.0,0.0
55,0.5600000000000003,2.9875000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,2.9875000000000003,0.0,0,0,0.0,0.0,100.0,0.0
56,0.5700000000000003,3.0375,0.0,0.0,0.0,0.0,2.0,0.0,True,3.0375,0.0,0,0,0.0,0.0,100.0,0.0
57,0.5800000000000003,3.0875,0.0,0.0,0.0,0.0,2.0,0.0,True,3.0875,0.0,0,0,0.0,0.0,100.0,0.0
58,0.5900000000000003,3.175,0.0,0.0,0.0,0.0,2.0,0.0,True,3.175,0.0,0,0,0.0,0.0,100.0,0.0
59,0.6000000000000003,3.2249999999999996,0.0,0.0,0.0,0.0,2.0,0.0,True,3.2249999999999996,0.0,0,0,0.0,0.0,100.0,0.0
60,0.6100000000000003,3.2749999999999995,0.0,0.0,0.0,0.0,2.0,0.0,True,3.2749999999999995,0.0,0,0,0.0,0.0,100.0,0.0
61,0.6200000000000003,3.325,0.0,0.0,0.0,0.0,2.0,0.0,True,3.325,0.0,0,0,0.0,0.0,100.0,0.0
62,0.6300000000000003,3.375,0.0,0.0,0.0,0.0,2.0,0.0,True,3.375,0.0,0,0,0.0,0.0,100.0,0.0
63,0.6400000000000003,3.4,0.0,0.0,0.0,0.0,2.0,0.0,True,3.4,0.0,0,0,0.0,0.0,100.0,0.0
64,0.6500000000000004,3.45,0.0,0.0,0.0,0.0,2.0,0.0,True,3.45,0.0,0,0,0.0,0.0,100.0,0.0
65,0.6600000000000004,3.5,0.0,0.0,0.0,0.0,2.0,0.0,True,3.5,0.0,0,0,0.0,0.0,100.0,0.0
66,0.6700000000000004,3.55,0.0,0.0,0.0,0.0,2.0,0.0,True,3.55,0.0,0,0,0.0,0.0,100.0,0.0
67,0.6800000000000004,3.575,0.0,0.0,0.0,0.0,2.0,0.0,True,3.575,0.0,0,0,0.0,0.0,100.0,0.0
68,0.6900000000000004,3.6,0.0,0.0,0.0,0.0,2.0,0.0,True,3.6,0.0,0,0,0.0,0.0,100.0,0.0
69,0.7000000000000004,3.625,0.0,0.0,0.0,0.0,2.0,0.0,True,3.625,0.0,0,0,0.0,0.0,100.0,0.0
70,0.7100000000000004,3.6750000000000003,0.0,0.0,0.0,0.0,2.0,0.0,True,3.6750000000000003,0.0,0,0,0.0,0.0,100.0,0.0
71,0.7200000000000004,3.725,0.0,0.0,0.0,0.0,2.0,0.0,True,3.725,0.0,0,0,0.0,0.0,100.0,0.0
72,0.7300000000000004,3.775,0.0,0.0,0.0,0.0,2.0,0.0,True,3.775,0.0,0,0,0.0,0.0,100.0,0.0
73,0.7400000000000004,3.8249999999999997,0.0,0.0,0.0,0.0,2.0,0.0,True,3.8249999999999997,0.0,0,0,0.0,0.0,100.0,0.0
74,0.7500000000000004,3.85,0.0,0.0,0.0,0.0,2.0,0.0,True,3.85,0.0,0,0,0.0,0.0,100.0,0.0
75,0.7600000000000005,3.875,0.0,0.0,0.0,0.0,2.0,0.0,True,3.875,0.0,0,0,0.0,0.0,100.0,0.0
76,0.7700000000000005,4.025,0.0,0.0,0.0,0.0,2.0,0.0,True,4.025,0.0,0,0,0.0,0.0,100.0,0.0
77,0.7800000000000005,4.075,0.0,0.0,0.0,0.0,2.0,0.0,True,4.075,0.0,0,0,0.0,0.0,100.0,0.0
78,0.7900000000000005,4.1625,0.0,0.0,0.0,0.0,2.0,0.0,True,4.1625,0.0,0,0,0.0,0.0,100.0,0.0
79,0.8000000000000005,4.2875,0.0,0.0,0.0,0.0,2.0,0.0,True,4.2875,0.0,0,0,0.0,0.0,100.0,0.0
80,0.8100000000000005,4.55,0.0,0.0,0.0,0.0,2.0,0.0,True,4.55,0.0,0,0,0.0,0.0,100.0,0.0
81,0.8200000000000005,4.574999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,4.574999999999999,0.0,0,0,0.0,0.0,100.0,0.0
82,0.8300000000000005,4.725,0.0,0.0,0.0,0.0,2.0,0.0,True,4.725,0.0,0,0,0.0,0.0,100.0,0.0
83,0.8400000000000005,4.775,0.0,0.0,0.0,0.0,2.0,0.0,True,4.775,0.0,0,0,0.0,0.0,100.0,0.0
84,0.8500000000000005,4.824999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,4.824999999999999,0.0,0,0,0.0,0.0,100.0,0.0
85,0.8600000000000005,4.9125,0.0,0.0,0.0,0.0,2.0,0.0,True,4.9125,0.0,0,0,0.0,0.0,100.0,0.0
86,0.8700000000000006,4.9375,0.0,0.0,0.0,0.0,2.0,0.0,True,4.9375,0.0,0,0,0.0,0.0,100.0,0.0
87,0.8800000000000006,4.9875,0.0,0.0,0.0,0.0,2.0,0.0,True,4.9875,0.0,0,0,0.0,0.0,100.0,0.0
88,0.8900000000000006,5.012499999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,5.012499999999999,0.0,0,0,0.0,0.0,100.0,0.0
89,0.9000000000000006,5.0625,0.0,0.0,0.0,0.0,2.0,0.0,True,5.0625,0.0,0,0,0.0,0.0,100.0,0.0
90,0.9100000000000006,5.1125,0.0,0.0,0.0,0.0,2.0,0.0,True,5.1125,0.0,0,0,0.0,0.0,100.0,0.0
91,0.9200000000000006,5.2,0.0,0.0,0.0,0.0,2.0,0.0,True,5.2,0.0,0,0,0.0,0.0,100.0,0.0
92,0.9300000000000006,5.35,0.0,0.0,0.0,0.0,2.0,0.0,True,5.35,0.0,0,0,0.0,0.0,100.0,0.0
93,0.9400000000000006,5.4375,0.0,0.0,0.0,0.0,2.0,0.0,True,5.4375,0.0,0,0,0.0,0.0,100.0,0.0
94,0.9500000000000006,5.4375,0.0,0.0,0.0,0.0,2.0,0.0,True,5.4375,0.0,0,0,0.0,0.0,100.0,0.0
95,0.9600000000000006,5.4875,0.0,0.0,0.0,0.0,2.0,0.0,True,5.4875,0.0,0,0,0.0,0.0,100.0,0.0
96,0.9700000000000006,5.5375,0.0,0.0,0.0,0.0,2.0,0.0,True,5.5375,0.0,0,0,0.0,0.0,100.0,0.0
97,0.9800000000000006,5.5875,0.0,0.0,0.0,0.0,2.0,0.0,True,5.5875,0.0,0,0,0.0,0.0,100.0,0.0
98,0.9900000000000007,5.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,5.7375,0.0,0,0,0.0,0.0,100.0,0.0
99,1.0000000000000007,5.800000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,5.800000000000001,0.0,0,0,0.0,0.0,100.0,0.0
100,1.0100000000000007,5.8875,0.0,0.0,0.0,0.0,2.0,0.0,True,5.8875,0.0,0,0,0.0,0.0,100.0,0.0
101,1.0200000000000007,5.9125000000000005,0.0,0.0,0.0,0.0,2.0,0.0,True,5.9125000000000005,0.0,0,0,0.0,0.0,100.0,0.0
102,1.0300000000000007,6.175000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,6.175000000000001,0.0,0,0,0.0,0.0,100.0,0.0
103,1.0400000000000007,6.200000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,6.200000000000001,0.0,0,0,0.0,0.0,100.0,0.0
104,1.0500000000000007,6.25,0.0,0.0,0.0,0.0,2.0,0.0,True,6.25,0.0,0,0,0.0,0.0,100.0,0.0
105,1.0600000000000007,6.3125,0.0,0.0,0.0,0.0,2.0,0.0,True,6.3125,0.0,0,0,0.0,0.0,100.0,0.0
106,1.0700000000000007,6.362500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,6.362500000000001,0.0,0,0,0.0,0.0,100.0,0.0
107,1.0800000000000007,6.45,0.0,0.0,0.0,0.0,2.0,0.0,True,6.45,0.0,0,0,0.0,0.0,100.0,0.0
108,1.0900000000000007,6.5,0.0,0.0,0.0,0.0,2.0,0.0,True,6.5,0.0,0,0,0.0,0.0,100.0,0.0
109,1.1000000000000008,6.487500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,6.487500000000001,0.0,0,0,0.0,0.0,100.0,0.0
110,1.1100000000000008,6.5375,0.0,0.0,0.0,0.0,2.0,0.0,True,6.5375,0.0,0,0,0.0,0.0,100.0,0.0
111,1.1200000000000008,6.5375,0.0,0.0,0.0,0.0,2.0,0.0,True,6.5375,0.0,0,0,0.0,0.0,100.0,0.0
112,1.1300000000000008,6.625,0.0,0.0,0.0,0.0,2.0,0.0,True,6.625,0.0,0,0,0.0,0.0,100.0,0.0
113,1.1400000000000008,6.675000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,6.675000000000001,0.0,0,0,0.0,0.0,100.0,0.0
114,1.1500000000000008,6.699999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,6.699999999999999,0.0,0,0,0.0,0.0,100.0,0.0
115,1.1600000000000008,6.75,0.0,0.0,0.0,0.0,2.0,0.0,True,6.75,0.0,0,0,0.0,0.0,100.0,0.0
116,1.1700000000000008,6.775,0.0,0.0,0.0,0.0,2.0,0.0,True,6.775,0.0,0,0,0.0,0.0,100.0,0.0
117,1.1800000000000008,6.9,0.0,0.0,0.0,0.0,2.0,0.0,True,6.9,0.0,0,0,0.0,0.0,100.0,0.0
118,1.1900000000000008,6.9875,0.0,0.0,0.0,0.0,2.0,0.0,True,6.9875,0.0,0,0,0.0,0.0,100.0,0.0
119,1.2000000000000008,7.0375,0.0,0.0,0.0,0.0,2.0,0.0,True,7.0375,0.0,0,0,0.0,0.0,100.0,0.0
120,1.2100000000000009,7.2,0.0,0.0,0.0,0.0,2.0,0.0,True,7.2,0.0,0,0,0.0,0.0,100.0,0.0
121,1.2200000000000009,7.325,0.0,0.0,0.0,0.0,2.0,0.0,True,7.325,0.0,0,0,0.0,0.0,100.0,0.0
122,1.2300000000000009,7.3875,0.0,0.0,0.0,0.0,2.0,0.0,True,7.3875,0.0,0,0,0.0,0.0,100.0,0.0
123,1.2400000000000009,7.4375,0.0,0.0,0.0,0.0,2.0,0.0,True,7.4375,0.0,0,0,0.0,0.0,100.0,0.0
124,1.2500000000000009,7.5625,0.0,0.0,0.0,0.0,2.0,0.0,True,7.5625,0.0,0,0,0.0,0.0,100.0,0.0
125,1.260000000000001,7.5875,0.0,0.0,0.0,0.0,2.0,0.0,True,7.5875,0.0,0,0,0.0,0.0,100.0,0.0
126,1.270000000000001,7.675000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,7.675000000000001,0.0,0,0,0.0,0.0,100.0,0.0
127,1.280000000000001,7.825,0.0,0.0,0.0,0.0,2.0,0.0,True,7.825,0.0,0,0,0.0,0.0,100.0,0.0
128,1.290000000000001,7.95,0.0,0.0,0.0,0.0,2.0,0.0,True,7.95,0.0,0,0,0.0,0.0,100.0,0.0
129,1.300000000000001,8.100000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.100000000000001,0.0,0,0,0.0,0.0,100.0,0.0
130,1.310000000000001,8.125,0.0,0.0,0.0,0.0,2.0,0.0,True,8.125,0.0,0,0,0.0,0.0,100.0,0.0
131,1.320000000000001,8.125,0.0,0.0,0.0,0.0,2.0,0.0,True,8.125,0.0,0,0,0.0,0.0,100.0,0.0
132,1.330000000000001,8.1125,0.0,0.0,0.0,0.0,2.0,0.0,True,8.1125,0.0,0,0,0.0,0.0,100.0,0.0
133,1.340000000000001,8.162500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.162500000000001,0.0,0,0,0.0,0.0,100.0,0.0
134,1.350000000000001,8.25,0.0,0.0,0.0,0.0,2.0,0.0,True,8.25,0.0,0,0,0.0,0.0,100.0,0.0
135,1.360000000000001,8.275,0.0,0.0,0.0,0.0,2.0,0.0,True,8.275,0.0,0,0,0.0,0.0,100.0,0.0
136,1.370000000000001,8.325,0.0,0.0,0.0,0.0,2.0,0.0,True,8.325,0.0,0,0,0.0,0.0,100.0,0.0
137,1.380000000000001,8.375,0.0,0.0,0.0,0.0,2.0,0.0,True,8.375,0.0,0,0,0.0,0.0,100.0,0.0
138,1.390000000000001,8.525,0.0,0.0,0.0,0.0,2.0,0.0,True,8.525,0.0,0,0,0.0,0.0,100.0,0.0
139,1.400000000000001,8.575,0.0,0.0,0.0,0.0,2.0,0.0,True,8.575,0.0,0,0,0.0,0.0,100.0,0.0
140,1.410000000000001,8.625,0.0,0.0,0.0,0.0,2.0,0.0,True,8.625,0.0,0,0,0.0,0.0,100.0,0.0
141,1.420000000000001,8.675,0.0,0.0,0.0,0.0,2.0,0.0,True,8.675,0.0,0,0,0.0,0.0,100.0,0.0
142,1.430000000000001,8.650000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,8.650000000000002,0.0,0,0,0.0,0.0,100.0,0.0
143,1.440000000000001,8.700000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,8.700000000000001,0.0,0,0,0.0,0.0,100.0,0.0
144,1.450000000000001,8.7,0.0,0.0,0.0,0.0,2.0,0.0,True,8.7,0.0,0,0,0.0,0.0,100.0,0.0
145,1.460000000000001,8.75,0.0,0.0,0.0,0.0,2.0,0.0,True,8.75,0.0,0,0,0.0,0.0,100.0,0.0
146,1.470000000000001,8.875,0.0,0.0,0.0,0.0,2.0,0.0,True,8.875,0.0,0,0,0.0,0.0,100.0,0.0
147,1.480000000000001,8.875,0.0,0.0,0.0,0.0,2.0,0.0,True,8.875,0.0,0,0,0.0,0.0,100.0,0.0
148,1.490000000000001,8.925,0.0,0.0,0.0,0.0,2.0,0.0,True,8.925,0.0,0,0,0.0,0.0,100.0,0.0
149,1.500000000000001,8.95,0.0,0.0,0.0,0.0,2.0,0.0,True,8.95,0.0,0,0,0.0,0.0,100.0,0.0
150,1.5100000000000011,8.975,0.0,0.0,0.0,0.0,2.0,0.0,True,8.975,0.0,0,0,0.0,0.0,100.0,0.0
151,1.5200000000000011,9.025,0.0,0.0,0.0,0.0,2.0,0.0,True,9.025,0.0,0,0,0.0,0.0,100.0,0.0
152,1.5300000000000011,9.075000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.075000000000001,0.0,0,0,0.0,0.0,100.0,0.0
153,1.5400000000000011,9.100000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.100000000000001,0.0,0,0,0.0,0.0,100.0,0.0
154,1.5500000000000012,9.075,0.0,0.0,0.0,0.0,2.0,0.0,True,9.075,0.0,0,0,0.0,0.0,100.0,0.0
155,1.5600000000000012,9.125,0.0,0.0,0.0,0.0,2.0,0.0,True,9.125,0.0,0,0,0.0,0.0,100.0,0.0
156,1.5700000000000012,9.225000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.225000000000001,0.0,0,0,0.0,0.0,100.0,0.0
157,1.5800000000000012,9.287500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.287500000000001,0.0,0,0,0.0,0.0,100.0,0.0
158,1.5900000000000012,9.3125,0.0,0.0,0.0,0.0,2.0,0.0,True,9.3125,0.0,0,0,0.0,0.0,100.0,0.0
159,1.6000000000000012,9.400000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.400000000000002,0.0,0,0,0.0,0.0,100.0,0.0
160,1.6100000000000012,9.462500000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,9.462500000000002,0.0,0,0,0.0,0.0,100.0,0.0
161,1.6200000000000012,9.5125,0.0,0.0,0.0,0.0,2.0,0.0,True,9.5125,0.0,0,0,0.0,0.0,100.0,0.0
162,1.6300000000000012,9.6375,0.0,0.0,0.0,0.0,2.0,0.0,True,9.6375,0.0,0,0,0.0,0.0,100.0,0.0
163,1.6400000000000012,9.6625,0.0,0.0,0.0,0.0,2.0,0.0,True,9.6625,0.0,0,0,0.0,0.0,100.0,0.0
164,1.6500000000000012,9.6875,0.0,0.0,0.0,0.0,2.0,0.0,True,9.6875,0.0,0,0,0.0,0.0,100.0,0.0
165,1.6600000000000013,9.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,9.7375,0.0,0,0,0.0,0.0,100.0,0.0
166,1.6700000000000013,9.762500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,9.762500000000001,0.0,0,0,0.0,0.0,100.0,0.0
167,1.6800000000000013,9.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,9.7375,0.0,0,0,0.0,0.0,100.0,0.0
168,1.6900000000000013,9.7625,0.0,0.0,0.0,0.0,2.0,0.0,True,9.7625,0.0,0,0,0.0,0.0,100.0,0.0
169,1.7000000000000013,9.85,0.0,0.0,0.0,0.0,2.0,0.0,True,9.85,0.0,0,0,0.0,0.0,100.0,0.0
170,1.7100000000000013,9.85,0.0,0.0,0.0,0.0,2.0,0.0,True,9.85,0.0,0,0,0.0,0.0,100.0,0.0
171,1.7200000000000013,9.899999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,9.899999999999999,0.0,0,0,0.0,0.0,100.0,0.0
172,1.7300000000000013,9.962499999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,9.962499999999999,0.0,0,0,0.0,0.0,100.0,0.0
173,1.7400000000000013,10.024999999999999,0.0,0.0,0.0,0.0,2.0,0.0,True,10.024999999999999,0.0,0,0,0.0,0.0,100.0,0.0
174,1.7500000000000013,10.2875,0.0,0.0,0.0,0.0,2.0,0.0,True,10.2875,0.0,0,0,0.0,0.0,100.0,0.0
175,1.7600000000000013,10.3125,0.0,0.0,0.0,0.0,2.0,0.0,True,10.3125,0.0,0,0,0.0,0.0,100.0,0.0
176,1.7700000000000014,10.3625,0.0,0.0,0.0,0.0,2.0,0.0,True,10.3625,0.0,0,0,0.0,0.0,100.0,0.0
177,1.7800000000000014,10.3875,0.0,0.0,0.0,0.0,2.0,0.0,True,10.3875,0.0,0,0,0.0,0.0,100.0,0.0
178,1.7900000000000014,10.512500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.512500000000001,0.0,0,0,0.0,0.0,100.0,0.0
179,1.8000000000000014,10.600000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.600000000000001,0.0,0,0,0.0,0.0,100.0,0.0
180,1.8100000000000014,10.650000000000002,0.0,0.0,0.0,0.0,2.0,0.0,True,10.650000000000002,0.0,0,0,0.0,0.0,100.0,0.0
181,1.8200000000000014,10.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,10.7375,0.0,0,0,0.0,0.0,100.0,0.0
182,1.8300000000000014,10.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,10.7375,0.0,0,0,0.0,0.0,100.0,0.0
183,1.8400000000000014,10.7375,0.0,0.0,0.0,0.0,2.0,0.0,True,10.7375,0.0,0,0,0.0,0.0,100.0,0.0
184,1.8500000000000014,10.8625,0.0,0.0,0.0,0.0,2.0,0.0,True,10.8625,0.0,0,0,0.0,0.0,100.0,0.0
185,1.8600000000000014,10.925,0.0,0.0,0.0,0.0,2.0,0.0,True,10.925,0.0,0,0,0.0,0.0,100.0,0.0
186,1.8700000000000014,10.950000000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,10.950000000000001,0.0,0,0,0.0,0.0,100.0,0.0
187,1.8800000000000014,11.0,0.0,0.0,0.0,0.0,2.0,0.0,True,11.0,0.0,0,0,0.0,0.0,100.0,0.0
188,1.8900000000000015,11.0875,0.0,0.0,0.0,0.0,2.0,0.0,True,11.0875,0.0,0,0,0.0,0.0,100.0,0.0
189,1.9000000000000015,11.1125,0.0,0.0,0.0,0.0,2.0,0.0,True,11.1125,0.0,0,0,0.0,0.0,100.0,0.0
190,1.9100000000000015,11.162500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,11.162500000000001,0.0,0,0,0.0,0.0,100.0,0.0
191,1.9200000000000015,11.162500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,11.162500000000001,0.0,0,0,0.0,0.0,100.0,0.0
192,1.9300000000000015,11.137500000000001,0.0,0.0,0.0,0.0,2.0,0.0,True,11.137500000000001,0.0,0,0,0.0,0.0,100.0,0.0
